fname,event
dataset\AknesDataFiles\DataSamples\Rockfall\2010_129_45_125341.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2010_176_36_130509.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2010_235_72_136110.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2010_304_36_143971.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_007_45_148582.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_015_36_139131.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_033_63_140186.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_035_63_140256.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_041_63_140779.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_046_54_141030.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_067_36_142390.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_068_63_142479.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_082_45_143296.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_088_54_143808.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_091_36_144035.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_092_36_144499.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_093_63_144716.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_096_45_145091.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_096_54_145145.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_096_63_145143.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_100_54_145754.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_101_54_145910.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_102_63_146106.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_111_63_147783.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_112_45_147889.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_112_54_147800.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_113_36_148068.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_113_45_148158.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_116_54_148521.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_119_45_148768.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_120_45_148915.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_124_63_149335.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_127_63_149578.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_127_63_149584.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_133_36_150032.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_148_45_152520.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_149_45_152683.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_167_36_154415.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_180_36_155133.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_180_63_155153.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_186_36_155448.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_187_36_155590.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_187_36_155596.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_187_45_155562.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_187_54_155551.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_196_54_156168.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_196_54_156171.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_204_63_156505.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_206_54_156617.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_208_45_156763.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_220_63_157267.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_309_45_167678.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2011_348_54_175761.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_085_36_191548.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_087_36_192283.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_122_36_200168.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_138_54_204905.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_144_36_206356.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_146_45_207088.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_166_36_210571.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_170_45_211034.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_194_36_214731.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_194_45_214690.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2012_266_36_226083.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_052_36_237955.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_088_54_239051.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_092_54_239131.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_104_54_239425.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_126_54_240937.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_148_54_242333.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_180_45_244176.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_254_45_241260.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_267_36_242367.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_290_45_244018.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_295_54_244289.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_300_36_244963.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2013_347_36_249268.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_009_36_241543.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_031_45_244361.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_039_36_244833.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_061_45_241886.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_062_36_241918.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_109_36_246219.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_126_45_247741.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_127_36_247812.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_147_45_249630.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_177_36_240668.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_196_36_241890.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_318_36_257484.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_360_54_265380.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_362_63_265519.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2014_364_36_265868.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_002_36_266223.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_011_72_267783.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_022_54_269359.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_071_36_275006.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_084_54_277945.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_085_54_278266.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_101_36_281133.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_110_63_284438.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_111_45_285148.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_123_36_289003.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_125_54_289891.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_128_36_291084.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_134_36_292656.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_141_63_294530.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_143_45_294818.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_172_36_299740.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_195_36_301813.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_207_36_303197.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_207_54_303192.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_219_36_304896.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_249_36_310069.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_253_36_311225.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_263_36_301977.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_270_36_303622.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_277_36_305971.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_277_45_305959.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_310_36_303305.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_310_54_303465.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_318_36_305290.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_345_63_310761.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2015_353_36_312433.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_006_36_316723.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_008_36_317108.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_029_45_323254.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_033_45_323825.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_073_54_330841.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_083_54_332591.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_094_36_334548.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_096_54_334781.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_098_36_335348.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_103_45_336263.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_104_54_336546.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_110_45_337178.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_116_36_338011.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_116_45_338020.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_129_45_302534.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_129_63_302500.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_132_45_303028.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_134_36_303194.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_134_45_303290.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_136_54_303468.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_45_304059.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_45_304073.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_54_303981.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_54_304000.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_63_303968.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_140_63_304080.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_141_36_304187.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_141_63_304201.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_147_45_305790.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_150_36_306204.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_150_54_306229.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_161_54_307644.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_175_36_309667.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_222_36_326095.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_275_36_347475.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_287_45_353442.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_299_45_358815.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_306_36_360948.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_344_36_370711.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2016_346_54_371851.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2017_033_54_388296.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2017_210_45_398775.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2018_165_45_395186.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2020_044_39_408566.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2020_112_39_415717.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2020_155_39_423302.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Rockfall\2020_322_39_438881.dat,Rockfall
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_003_63_114637.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_004_45_114702.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_004_63_114755.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_007_45_114890.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_008_63_114901.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_009_36_114987.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_010_54_115068.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_011_36_115130.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_012_54_115191.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_012_63_115224.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_016_45_115600.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_018_63_115772.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_019_45_115824.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_019_63_115839.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_019_63_115841.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_020_63_115857.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_021_36_115939.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_021_63_115900.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_021_63_115908.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_022_36_115972.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_022_63_115970.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_023_45_116203.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_023_54_116197.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_023_54_116238.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_024_63_116261.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_024_63_116308.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_026_63_116560.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_027_54_116607.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_030_63_116987.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_032_54_117130.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_033_63_117316.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_035_63_117757.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_037_54_118040.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_038_63_118061.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_040_45_118215.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_041_36_118378.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_041_54_118326.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_042_63_118392.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_042_63_118397.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_042_63_118412.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_043_54_118455.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_049_63_118913.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_049_63_118929.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_051_54_119093.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_057_63_119787.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_058_54_119859.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_058_63_119790.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_061_63_120168.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_065_63_120434.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_074_63_121453.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_075_63_121473.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_076_63_121616.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_076_63_121632.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_078_63_121785.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_083_54_122492.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_086_36_123428.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_086_54_123556.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_086_54_123726.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_089_45_124518.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_090_63_125101.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_103_63_126890.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_104_36_127146.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_195_54_157123.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_196_54_157170.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_247_63_162572.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_249_72_163190.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_249_72_163191.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_249_72_163198.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_250_54_163303.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2007_319_72_174461.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_001_72_176904.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_003_63_177339.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_003_72_177171.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_017_72_179003.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_021_72_179436.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_021_72_179446.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_022_72_179476.dat,Slope_HF
dataset\AknesDataFiles\DataSamples\Slope_HF\2008_032_63_180532.dat,Slope_HF
